layer,tokens,time_us
layernorm,1024,15.904
gate_up_proj,1024,644.101
act_fn,1024,39.552
down_proj,1024,331.58700000000005
layernorm,1024,10.016
qkv_proj,1024,208.545
qk_norm,1024,18.528
qk_norm,1024,5.792
rotary_emb,1024,9.152
o_proj,1024,146.017
layernorm,1024,16.352
gate_up_proj,1024,645.829
act_fn,1024,39.873
down_proj,1024,333.02700000000004
layernorm,1024,9.28
qkv_proj,1024,208.93
qk_norm,1024,18.176
qk_norm,1024,6.112
rotary_emb,1024,9.568
o_proj,1024,144.737
layernorm,1024,16.128
gate_up_proj,1024,646.693
act_fn,1024,39.425
down_proj,1024,334.37
layernorm,1024,9.855
qkv_proj,1024,210.114
qk_norm,1024,18.336
qk_norm,1024,5.92
rotary_emb,1024,9.088
o_proj,1024,145.121
layernorm,1024,15.616
gate_up_proj,1024,648.261
act_fn,1024,40.129
down_proj,1024,330.466
layernorm,1024,9.888
qkv_proj,1024,209.922
qk_norm,1024,18.336
qk_norm,1024,5.984
rotary_emb,1024,9.312
o_proj,1024,145.63299999999998
layernorm,1024,15.328
gate_up_proj,1024,647.206
act_fn,1024,39.457
down_proj,1024,330.274
layernorm,1024,9.792
qkv_proj,1024,208.897
qk_norm,1024,18.24
qk_norm,1024,5.921
rotary_emb,1024,9.217
o_proj,1024,145.28099999999998
layernorm,1024,16.608
gate_up_proj,1024,645.893
act_fn,1024,38.336
down_proj,1024,330.498
layernorm,1024,9.663
qkv_proj,1024,209.185
qk_norm,1024,18.369
qk_norm,1024,5.92
rotary_emb,1024,9.28
o_proj,1024,144.898
layernorm,1024,15.264
gate_up_proj,1024,646.853
act_fn,1024,38.944
down_proj,1024,331.171
layernorm,1024,9.696
qkv_proj,1024,209.441
qk_norm,1024,18.208
qk_norm,1024,5.952
rotary_emb,1024,9.28
o_proj,1024,145.057
layernorm,1024,15.68
gate_up_proj,1024,647.141
act_fn,1024,40.001
down_proj,1024,331.46
layernorm,1024,10.176
qkv_proj,1024,209.346
qk_norm,1024,18.304
qk_norm,1024,5.952
rotary_emb,1024,9.28
o_proj,1024,144.737
layernorm,1024,15.36
gate_up_proj,1024,647.397
act_fn,1024,38.465
down_proj,1024,331.332
layernorm,1024,10.048
qkv_proj,1024,209.73
qk_norm,1024,18.432
qk_norm,1024,5.76
rotary_emb,1024,9.376
o_proj,1024,145.441
layernorm,1024,16.128
gate_up_proj,1024,645.573
act_fn,1024,39.617
down_proj,1024,332.322
layernorm,1024,9.728
qkv_proj,1024,209.633
qk_norm,1024,18.368
qk_norm,1024,5.92
rotary_emb,1024,9.12
o_proj,1024,145.89000000000001
layernorm,1024,15.168
gate_up_proj,1024,645.669
act_fn,1024,39.584
down_proj,1024,330.755
layernorm,1024,9.952
qkv_proj,1024,209.057
qk_norm,1024,18.24
qk_norm,1024,5.76
rotary_emb,1024,9.152
o_proj,1024,143.809
layernorm,1024,16.16
gate_up_proj,1024,646.053
act_fn,1024,39.616
down_proj,1024,332.22700000000003
layernorm,1024,9.888
qkv_proj,1024,209.089
qk_norm,1024,18.176
qk_norm,1024,5.792
rotary_emb,1024,9.12
o_proj,1024,144.993
layernorm,1024,15.04
gate_up_proj,1024,644.293
act_fn,1024,39.745
down_proj,1024,329.891
layernorm,1024,10.08
qkv_proj,1024,208.642
qk_norm,1024,18.304
qk_norm,1024,5.984
rotary_emb,1024,9.216
o_proj,1024,145.185
layernorm,1024,16.0
gate_up_proj,1024,646.501
act_fn,1024,39.265
down_proj,1024,331.65000000000003
layernorm,1024,9.632
qkv_proj,1024,209.506
qk_norm,1024,18.368
qk_norm,1024,5.92
rotary_emb,1024,9.248
o_proj,1024,145.025
layernorm,1024,15.488
gate_up_proj,1024,645.893
act_fn,1024,38.848
down_proj,1024,332.067
layernorm,1024,9.729
qkv_proj,1024,209.505
qk_norm,1024,18.208
qk_norm,1024,6.112
rotary_emb,1024,9.088
o_proj,1024,144.96
layernorm,1024,16.223
gate_up_proj,1024,645.925
act_fn,1024,39.424
down_proj,1024,332.387
layernorm,1024,9.984
qkv_proj,1024,209.634
qk_norm,1024,18.401
qk_norm,1024,5.921
rotary_emb,1024,9.312
o_proj,1024,144.12900000000002
layernorm,1024,16.768
gate_up_proj,1024,644.773
act_fn,1024,40.096
down_proj,1024,331.96999999999997
final_layernorm,1024,9.728
embedding,1024,5.761
layernorm,1024,5.472
qkv_proj,1024,211.201
qk_norm,1024,18.176
qk_norm,1024,6.08
rotary_emb,1024,9.185
o_proj,1024,144.76899999999998
layernorm,1024,15.521
gate_up_proj,1024,644.421
act_fn,1024,40.288
down_proj,1024,331.202
layernorm,1024,9.793
qkv_proj,1024,209.633
qk_norm,1024,18.465
qk_norm,1024,5.92
rotary_emb,1024,9.248
o_proj,1024,145.826
layernorm,1024,14.815
gate_up_proj,1024,648.549
act_fn,1024,39.04
down_proj,1024,332.355
layernorm,1024,9.792
qkv_proj,1024,209.505
qk_norm,1024,18.177
qk_norm,1024,6.112
rotary_emb,1024,9.088
o_proj,1024,145.185
layernorm,1024,15.456
gate_up_proj,1024,647.077
act_fn,1024,39.776
down_proj,1024,330.978
layernorm,1024,9.824
qkv_proj,1024,210.242
qk_norm,1024,18.272
qk_norm,1024,5.92
rotary_emb,1024,9.44
o_proj,1024,144.44899999999998
layernorm,1024,15.872
gate_up_proj,1024,645.477
act_fn,1024,39.647
down_proj,1024,332.60999999999996
layernorm,1024,9.984
qkv_proj,1024,209.474
qk_norm,1024,18.336
qk_norm,1024,6.048
rotary_emb,1024,9.216
o_proj,1024,145.633
layernorm,1024,16.448
gate_up_proj,1024,646.694
act_fn,1024,40.385
down_proj,1024,331.29900000000004
layernorm,1024,10.112
qkv_proj,1024,209.793
qk_norm,1024,18.304
qk_norm,1024,5.76
rotary_emb,1024,9.151
o_proj,1024,145.761
layernorm,1024,15.2
gate_up_proj,1024,644.293
act_fn,1024,38.56
down_proj,1024,331.074
layernorm,1024,10.048
qkv_proj,1024,209.058
qk_norm,1024,18.465
qk_norm,1024,6.016
rotary_emb,1024,9.12
o_proj,1024,145.82399999999998
layernorm,1024,16.288
gate_up_proj,1024,645.222
act_fn,1024,38.56
down_proj,1024,330.94599999999997
layernorm,1024,10.113
qkv_proj,1024,209.506
qk_norm,1024,18.24
qk_norm,1024,6.016
rotary_emb,1024,9.28
o_proj,1024,143.77700000000002
layernorm,1024,15.296
gate_up_proj,1024,644.422
act_fn,1024,38.689
down_proj,1024,331.298
layernorm,1024,9.889
qkv_proj,1024,209.09
qk_norm,1024,18.337
qk_norm,1024,5.759
rotary_emb,1024,9.152
o_proj,1024,144.70499999999998
layernorm,1024,16.256
gate_up_proj,1024,645.541
act_fn,1024,38.144
down_proj,1024,332.675
layernorm,1024,9.472
qkv_proj,1024,209.474
qk_norm,1024,18.273
qk_norm,1024,5.92
rotary_emb,1024,9.344
o_proj,1024,143.81
layernorm,1024,15.104
gate_up_proj,1024,646.661
act_fn,1024,38.977
down_proj,1024,333.02700000000004
layernorm,1024,10.016
qkv_proj,1024,209.57
qk_norm,1024,18.272
qk_norm,1024,5.984
rotary_emb,1024,9.152
o_proj,1024,144.769
layernorm,1024,15.52
gate_up_proj,1024,646.246
act_fn,1024,39.712
down_proj,1024,332.354
layernorm,1024,9.92
qkv_proj,1024,208.578
qk_norm,1024,18.208
qk_norm,1024,5.888
rotary_emb,1024,9.184
o_proj,1024,144.577
layernorm,1024,16.192
gate_up_proj,1024,645.669
act_fn,1024,40.416
down_proj,1024,330.97900000000004
layernorm,1024,9.985
qkv_proj,1024,209.346
qk_norm,1024,18.369
qk_norm,1024,6.017
rotary_emb,1024,9.216
o_proj,1024,145.02599999999998
layernorm,1024,16.319
gate_up_proj,1024,643.75
act_fn,1024,39.744
down_proj,1024,331.939
layernorm,1024,9.825
qkv_proj,1024,209.058
qk_norm,1024,18.433
qk_norm,1024,5.952
rotary_emb,1024,9.119
o_proj,1024,145.15300000000002
layernorm,1024,15.424
gate_up_proj,1024,646.021
act_fn,1024,39.456
down_proj,1024,334.115
layernorm,1024,9.696
qkv_proj,1024,209.633
qk_norm,1024,18.433
qk_norm,1024,6.016
rotary_emb,1024,9.12
o_proj,1024,144.833
layernorm,1024,15.36
gate_up_proj,1024,646.213
act_fn,1024,39.584
down_proj,1024,330.53200000000004
layernorm,1024,9.76
qkv_proj,1024,209.538
qk_norm,1024,18.24
qk_norm,1024,6.112
rotary_emb,1024,9.184
o_proj,1024,145.21699999999998
layernorm,1024,15.424
gate_up_proj,1024,645.67
act_fn,1024,39.905
down_proj,1024,331.202
layernorm,1024,9.857
qkv_proj,1024,209.41
qk_norm,1024,18.432
qk_norm,1024,5.76
rotary_emb,1024,9.28
o_proj,1024,145.986
layernorm,1024,16.191
gate_up_proj,1024,644.933
act_fn,1024,39.392
down_proj,1024,334.755
layernorm,1024,9.535
qkv_proj,1024,209.218
qk_norm,1024,18.463
qk_norm,1024,5.985
rotary_emb,1024,9.28
o_proj,1024,145.21699999999998
layernorm,1024,15.68
gate_up_proj,1024,645.989
act_fn,1024,39.136
down_proj,1024,332.13100000000003
layernorm,1024,9.984
qkv_proj,1024,209.346
qk_norm,1024,18.369
qk_norm,1024,5.984
rotary_emb,1024,9.088
o_proj,1024,144.641
layernorm,1024,16.288
gate_up_proj,1024,645.957
act_fn,1024,38.688
down_proj,1024,331.139
layernorm,1024,10.048
qkv_proj,1024,209.442
qk_norm,1024,18.208
qk_norm,1024,5.824
rotary_emb,1024,9.216
o_proj,1024,143.905
layernorm,1024,15.744
gate_up_proj,1024,645.637
act_fn,1024,40.225
down_proj,1024,330.819
layernorm,1024,10.177
qkv_proj,1024,209.122
qk_norm,1024,18.336
qk_norm,1024,5.824
rotary_emb,1024,9.312
o_proj,1024,145.409
layernorm,1024,15.968
gate_up_proj,1024,646.95
act_fn,1024,39.936
down_proj,1024,332.834
layernorm,1024,9.76
qkv_proj,1024,209.218
qk_norm,1024,18.432
qk_norm,1024,5.953
rotary_emb,1024,9.12
o_proj,1024,145.345
layernorm,1024,16.096
gate_up_proj,1024,644.453
act_fn,1024,39.392
down_proj,1024,333.123
layernorm,1024,10.048
qkv_proj,1024,208.961
qk_norm,1024,18.368
qk_norm,1024,5.952
rotary_emb,1024,9.12
o_proj,1024,145.537
layernorm,1024,16.416
gate_up_proj,1024,647.845
act_fn,1024,39.2
down_proj,1024,330.531
layernorm,1024,9.888
qkv_proj,1024,209.41
qk_norm,1024,18.272
qk_norm,1024,5.952
rotary_emb,1024,9.152
o_proj,1024,144.03300000000002
layernorm,1024,15.104
gate_up_proj,1024,644.261
act_fn,1024,39.521
down_proj,1024,330.59499999999997
layernorm,1024,9.792
qkv_proj,1024,208.738
qk_norm,1024,18.304
qk_norm,1024,5.792
rotary_emb,1024,9.312
o_proj,1024,145.569
layernorm,1024,16.128
gate_up_proj,1024,643.333
act_fn,1024,38.785
down_proj,1024,330.40299999999996
layernorm,1024,9.953
qkv_proj,1024,208.802
qk_norm,1024,18.368
qk_norm,1024,5.984
rotary_emb,1024,9.376
o_proj,1024,144.45
layernorm,1024,15.777
gate_up_proj,1024,643.59
act_fn,1024,39.328
down_proj,1024,330.627
layernorm,1024,10.208
qkv_proj,1024,208.897
qk_norm,1024,18.272
qk_norm,1024,5.951
rotary_emb,1024,9.088
o_proj,1024,144.352
layernorm,1024,15.712
gate_up_proj,1024,643.621
act_fn,1024,39.424
down_proj,1024,329.858
layernorm,1024,10.144
qkv_proj,1024,208.29
qk_norm,1024,18.176
qk_norm,1024,5.92
rotary_emb,1024,9.12
o_proj,1024,145.345
layernorm,1024,15.105
gate_up_proj,1024,642.372
act_fn,1024,38.817
down_proj,1024,330.27500000000003
layernorm,1024,9.888
qkv_proj,1024,208.769
qk_norm,1024,18.24
qk_norm,1024,5.984
rotary_emb,1024,9.152
o_proj,1024,145.601
layernorm,1024,16.8
gate_up_proj,1024,643.204
act_fn,1024,39.68
down_proj,1024,330.755
layernorm,1024,9.792
qkv_proj,1024,208.482
qk_norm,1024,18.369
qk_norm,1024,5.952
rotary_emb,1024,9.216
o_proj,1024,143.93800000000002
layernorm,1024,14.976
gate_up_proj,1024,644.517
act_fn,1024,40.0
down_proj,1024,331.011
layernorm,1024,9.92
qkv_proj,1024,208.61
qk_norm,1024,18.336
qk_norm,1024,5.952
rotary_emb,1024,9.057
o_proj,1024,145.155
layernorm,1024,15.072
gate_up_proj,1024,644.645
act_fn,1024,39.584
down_proj,1024,329.635
layernorm,1024,9.92
qkv_proj,1024,208.386
qk_norm,1024,18.144
qk_norm,1024,5.984
rotary_emb,1024,9.184
o_proj,1024,144.129
layernorm,1024,15.52
gate_up_proj,1024,643.525
act_fn,1024,39.552
down_proj,1024,329.379
layernorm,1024,9.92
qkv_proj,1024,208.258
qk_norm,1024,18.176
qk_norm,1024,5.76
rotary_emb,1024,9.152
o_proj,1024,144.289
layernorm,1024,15.904
gate_up_proj,1024,643.301
act_fn,1024,39.521
down_proj,1024,330.467
layernorm,1024,9.857
qkv_proj,1024,208.705
qk_norm,1024,18.208
qk_norm,1024,5.952
rotary_emb,1024,9.344
o_proj,1024,144.76899999999998
layernorm,1024,14.911
gate_up_proj,1024,644.422
act_fn,1024,39.52
down_proj,1024,331.52299999999997
layernorm,1024,9.6
qkv_proj,1024,208.833
qk_norm,1024,18.208
qk_norm,1024,5.984
rotary_emb,1024,9.216
o_proj,1024,145.184
layernorm,1024,15.136
gate_up_proj,1024,644.229
act_fn,1024,38.464
down_proj,1024,330.083
layernorm,1024,9.888
qkv_proj,1024,209.057
qk_norm,1024,18.305
qk_norm,1024,5.953
rotary_emb,1024,9.12
o_proj,1024,144.13
layernorm,1024,15.712
gate_up_proj,1024,644.613
act_fn,1024,39.84
down_proj,1024,330.371
final_layernorm,1024,9.888
embedding,1024,5.728
layernorm,1024,5.472
qkv_proj,1024,210.498
qk_norm,1024,18.208
qk_norm,1024,6.08
rotary_emb,1024,9.024
o_proj,1024,145.185
layernorm,1024,15.584
gate_up_proj,1024,644.229
act_fn,1024,40.8
down_proj,1024,330.30600000000004
layernorm,1024,10.016
qkv_proj,1024,208.897
qk_norm,1024,18.336
qk_norm,1024,5.984
rotary_emb,1024,9.088
o_proj,1024,144.545
layernorm,1024,15.424
gate_up_proj,1024,644.773
act_fn,1024,39.648
down_proj,1024,331.52299999999997
layernorm,1024,9.951
qkv_proj,1024,208.93
qk_norm,1024,18.369
qk_norm,1024,6.016
rotary_emb,1024,8.991
o_proj,1024,144.83100000000002
layernorm,1024,15.937
gate_up_proj,1024,645.285
act_fn,1024,39.808
down_proj,1024,330.05100000000004
layernorm,1024,9.793
qkv_proj,1024,208.93
qk_norm,1024,18.433
qk_norm,1024,6.048
rotary_emb,1024,9.152
o_proj,1024,145.024
layernorm,1024,15.776
gate_up_proj,1024,643.781
act_fn,1024,38.976
down_proj,1024,331.33
layernorm,1024,9.664
qkv_proj,1024,208.93
qk_norm,1024,18.369
qk_norm,1024,6.016
rotary_emb,1024,9.376
o_proj,1024,145.02499999999998
layernorm,1024,16.128
gate_up_proj,1024,643.397
act_fn,1024,40.256
down_proj,1024,331.779
layernorm,1024,10.176
qkv_proj,1024,208.354
qk_norm,1024,18.272
qk_norm,1024,5.888
rotary_emb,1024,9.088
o_proj,1024,145.697
layernorm,1024,15.072
gate_up_proj,1024,644.517
act_fn,1024,38.209
down_proj,1024,332.003
layernorm,1024,10.081
qkv_proj,1024,209.25
qk_norm,1024,18.144
qk_norm,1024,5.92
rotary_emb,1024,9.088
o_proj,1024,145.761
layernorm,1024,16.256
gate_up_proj,1024,643.622
act_fn,1024,38.784
down_proj,1024,329.442
layernorm,1024,10.015
qkv_proj,1024,208.481
qk_norm,1024,18.272
qk_norm,1024,5.92
rotary_emb,1024,9.057
o_proj,1024,144.76999999999998
layernorm,1024,16.319
gate_up_proj,1024,642.757
act_fn,1024,39.04
down_proj,1024,330.56300000000005
layernorm,1024,10.048
qkv_proj,1024,208.513
qk_norm,1024,18.369
qk_norm,1024,5.76
rotary_emb,1024,9.185
o_proj,1024,145.089
layernorm,1024,16.032
gate_up_proj,1024,645.541
act_fn,1024,38.048
down_proj,1024,331.49100000000004
layernorm,1024,9.344
qkv_proj,1024,209.154
qk_norm,1024,18.176
qk_norm,1024,5.984
rotary_emb,1024,9.216
o_proj,1024,143.745
layernorm,1024,15.68
gate_up_proj,1024,644.005
act_fn,1024,39.744
down_proj,1024,331.267
layernorm,1024,9.792
qkv_proj,1024,209.474
qk_norm,1024,18.368
qk_norm,1024,5.92
rotary_emb,1024,9.088
o_proj,1024,144.19299999999998
layernorm,1024,16.288
gate_up_proj,1024,642.917
act_fn,1024,39.712
down_proj,1024,330.209
layernorm,1024,10.048
qkv_proj,1024,209.057
qk_norm,1024,18.369
qk_norm,1024,5.856
rotary_emb,1024,9.088
o_proj,1024,145.12
layernorm,1024,14.624
gate_up_proj,1024,644.741
act_fn,1024,39.808
down_proj,1024,330.62699999999995
layernorm,1024,9.952
qkv_proj,1024,208.801
qk_norm,1024,18.432
qk_norm,1024,5.824
rotary_emb,1024,9.088
o_proj,1024,144.321
layernorm,1024,16.064
gate_up_proj,1024,644.773
act_fn,1024,39.648
down_proj,1024,331.71500000000003
layernorm,1024,9.44
qkv_proj,1024,208.354
qk_norm,1024,18.272
qk_norm,1024,5.856
rotary_emb,1024,9.12
o_proj,1024,144.289
layernorm,1024,14.752
gate_up_proj,1024,645.061
act_fn,1024,38.688
down_proj,1024,331.23400000000004
layernorm,1024,9.664
qkv_proj,1024,209.122
qk_norm,1024,18.432
qk_norm,1024,6.016
rotary_emb,1024,8.992
o_proj,1024,144.353
layernorm,1024,15.041
gate_up_proj,1024,644.293
act_fn,1024,38.272
down_proj,1024,330.658
layernorm,1024,9.92
qkv_proj,1024,209.601
qk_norm,1024,18.304
qk_norm,1024,5.952
rotary_emb,1024,9.153
o_proj,1024,145.569
layernorm,1024,15.681
gate_up_proj,1024,643.205
act_fn,1024,39.84
down_proj,1024,330.819
layernorm,1024,10.113
qkv_proj,1024,209.762
qk_norm,1024,18.241
qk_norm,1024,5.953
rotary_emb,1024,9.313
o_proj,1024,145.66500000000002
layernorm,1024,16.672
gate_up_proj,1024,644.005
act_fn,1024,39.584
down_proj,1024,330.211
layernorm,1024,9.696
qkv_proj,1024,209.058
qk_norm,1024,18.4
qk_norm,1024,5.856
rotary_emb,1024,9.12
o_proj,1024,143.937
layernorm,1024,16.224
gate_up_proj,1024,645.317
act_fn,1024,39.553
down_proj,1024,330.94599999999997
layernorm,1024,9.888
qkv_proj,1024,209.282
qk_norm,1024,18.464
qk_norm,1024,5.92
rotary_emb,1024,9.184
o_proj,1024,144.065
layernorm,1024,15.296
gate_up_proj,1024,644.965
act_fn,1024,38.561
down_proj,1024,329.986
layernorm,1024,10.176
qkv_proj,1024,208.93
qk_norm,1024,18.432
qk_norm,1024,5.888
rotary_emb,1024,9.152
o_proj,1024,143.361
layernorm,1024,15.232
gate_up_proj,1024,643.781
act_fn,1024,39.073
down_proj,1024,329.634
layernorm,1024,9.728
qkv_proj,1024,209.378
qk_norm,1024,18.208
qk_norm,1024,5.824
rotary_emb,1024,9.184
o_proj,1024,144.577
layernorm,1024,15.393
gate_up_proj,1024,643.108
act_fn,1024,39.553
down_proj,1024,330.62699999999995
layernorm,1024,9.537
qkv_proj,1024,208.097
qk_norm,1024,18.24
qk_norm,1024,5.951
rotary_emb,1024,9.057
o_proj,1024,145.121
layernorm,1024,16.321
gate_up_proj,1024,646.309
act_fn,1024,39.52
down_proj,1024,332.707
layernorm,1024,10.272
qkv_proj,1024,208.994
qk_norm,1024,18.401
qk_norm,1024,6.017
rotary_emb,1024,9.12
o_proj,1024,144.674
layernorm,1024,16.224
gate_up_proj,1024,643.557
act_fn,1024,39.584
down_proj,1024,329.634
layernorm,1024,9.92
qkv_proj,1024,208.802
qk_norm,1024,18.176
qk_norm,1024,5.984
rotary_emb,1024,9.184
o_proj,1024,144.70499999999998
layernorm,1024,15.648
gate_up_proj,1024,642.565
act_fn,1024,38.88
down_proj,1024,329.667
layernorm,1024,9.6
qkv_proj,1024,208.61
qk_norm,1024,18.208
qk_norm,1024,6.112
rotary_emb,1024,9.152
o_proj,1024,144.577
layernorm,1024,15.712
gate_up_proj,1024,644.037
act_fn,1024,38.976
down_proj,1024,331.043
layernorm,1024,9.632
qkv_proj,1024,208.322
qk_norm,1024,18.144
qk_norm,1024,5.856
rotary_emb,1024,9.28
o_proj,1024,144.44899999999998
layernorm,1024,15.392
gate_up_proj,1024,645.028
act_fn,1024,38.913
down_proj,1024,331.13800000000003
layernorm,1024,10.177
qkv_proj,1024,209.281
qk_norm,1024,18.304
qk_norm,1024,6.016
rotary_emb,1024,9.056
o_proj,1024,144.258
layernorm,1024,15.488
gate_up_proj,1024,643.941
act_fn,1024,39.616
down_proj,1024,328.962
layernorm,1024,10.177
qkv_proj,1024,208.769
qk_norm,1024,18.208
qk_norm,1024,5.792
rotary_emb,1024,9.248
o_proj,1024,144.002
layernorm,1024,15.393
gate_up_proj,1024,645.221
act_fn,1024,38.4
down_proj,1024,331.011
layernorm,1024,10.176
qkv_proj,1024,208.929
qk_norm,1024,18.176
qk_norm,1024,6.016
rotary_emb,1024,9.121
o_proj,1024,143.969
layernorm,1024,16.224
gate_up_proj,1024,644.069
act_fn,1024,40.0
down_proj,1024,329.60299999999995
layernorm,1024,9.888
qkv_proj,1024,208.545
qk_norm,1024,18.145
qk_norm,1024,6.144
rotary_emb,1024,9.248
o_proj,1024,145.249
layernorm,1024,14.88
gate_up_proj,1024,645.701
act_fn,1024,39.808
down_proj,1024,331.01
layernorm,1024,9.952
qkv_proj,1024,208.482
qk_norm,1024,18.336
qk_norm,1024,5.952
rotary_emb,1024,9.184
o_proj,1024,144.673
layernorm,1024,16.16
gate_up_proj,1024,644.869
act_fn,1024,39.617
down_proj,1024,329.73
layernorm,1024,9.76
qkv_proj,1024,209.249
qk_norm,1024,18.176
qk_norm,1024,5.984
rotary_emb,1024,9.184
o_proj,1024,145.28099999999998
layernorm,1024,15.713
gate_up_proj,1024,643.141
act_fn,1024,39.584
down_proj,1024,330.21099999999996
layernorm,1024,9.856
qkv_proj,1024,208.482
qk_norm,1024,18.272
qk_norm,1024,5.888
rotary_emb,1024,9.184
o_proj,1024,145.53699999999998
layernorm,1024,16.064
gate_up_proj,1024,645.157
act_fn,1024,39.328
down_proj,1024,328.483
layernorm,1024,9.6
qkv_proj,1024,190.274
qk_norm,1024,16.832
qk_norm,1024,5.504
rotary_emb,1024,8.48
o_proj,1024,131.297
layernorm,1024,14.912
gate_up_proj,1024,588.325
act_fn,1024,37.632
down_proj,1024,301.154
layernorm,1024,9.345
qkv_proj,1024,192.002
qk_norm,1024,16.672
qk_norm,1024,5.504
rotary_emb,1024,8.288
o_proj,1024,131.905
layernorm,1024,15.616
gate_up_proj,1024,587.845
act_fn,1024,37.856
down_proj,1024,301.53799999999995
layernorm,1024,9.471
qkv_proj,1024,191.138
qk_norm,1024,16.736
qk_norm,1024,5.504
rotary_emb,1024,8.32
o_proj,1024,132.64100000000002
layernorm,1024,15.712
gate_up_proj,1024,586.853
act_fn,1024,39.168
down_proj,1024,301.44300000000004
final_layernorm,1024,9.536
embedding,2048,8.193
layernorm,2048,8.384
qkv_proj,2048,411.139
qk_norm,2048,35.712
qk_norm,2048,11.264
rotary_emb,2048,16.769
o_proj,2048,271.395
layernorm,2048,34.177
gate_up_proj,2048,1282.89
act_fn,2048,114.432
down_proj,2048,644.613
layernorm,2048,16.608
qkv_proj,2048,409.859
qk_norm,2048,34.976
qk_norm,2048,10.464
rotary_emb,2048,16.768
o_proj,2048,272.226
layernorm,2048,36.161
gate_up_proj,2048,1282.634
act_fn,2048,114.305
down_proj,2048,643.078
layernorm,2048,16.832
qkv_proj,2048,410.563
qk_norm,2048,34.849
qk_norm,2048,11.008
rotary_emb,2048,16.768
o_proj,2048,271.779
layernorm,2048,36.0
gate_up_proj,2048,1280.138
act_fn,2048,114.721
down_proj,2048,643.365
layernorm,2048,16.512
qkv_proj,2048,409.571
qk_norm,2048,34.881
qk_norm,2048,10.528
rotary_emb,2048,16.736
o_proj,2048,272.738
layernorm,2048,35.872
gate_up_proj,2048,1277.834
act_fn,2048,114.529
down_proj,2048,642.501
layernorm,2048,16.736
qkv_proj,2048,409.635
qk_norm,2048,34.849
qk_norm,2048,10.625
rotary_emb,2048,16.704
o_proj,2048,272.194
layernorm,2048,36.064
gate_up_proj,2048,1275.69
act_fn,2048,114.753
down_proj,2048,641.509
layernorm,2048,16.8
qkv_proj,2048,409.667
qk_norm,2048,34.944
qk_norm,2048,10.591
rotary_emb,2048,16.608
o_proj,2048,272.449
layernorm,2048,34.656
gate_up_proj,2048,1275.53
act_fn,2048,114.177
down_proj,2048,640.805
layernorm,2048,17.12
qkv_proj,2048,409.539
qk_norm,2048,34.849
qk_norm,2048,10.304
rotary_emb,2048,16.64
o_proj,2048,271.939
layernorm,2048,35.617
gate_up_proj,2048,1278.474
act_fn,2048,114.241
down_proj,2048,642.565
layernorm,2048,17.472
qkv_proj,2048,409.603
qk_norm,2048,34.656
qk_norm,2048,10.432
rotary_emb,2048,16.896
o_proj,2048,271.01
layernorm,2048,35.136
gate_up_proj,2048,1277.418
act_fn,2048,114.305
down_proj,2048,644.101
layernorm,2048,17.152
qkv_proj,2048,408.963
qk_norm,2048,34.785
qk_norm,2048,10.752
rotary_emb,2048,16.545
o_proj,2048,272.354
layernorm,2048,34.912
gate_up_proj,2048,1276.938
act_fn,2048,114.529
down_proj,2048,642.9490000000001
layernorm,2048,17.152
qkv_proj,2048,410.787
qk_norm,2048,34.879
qk_norm,2048,10.72
rotary_emb,2048,16.608
o_proj,2048,271.81
layernorm,2048,35.296
gate_up_proj,2048,1277.162
act_fn,2048,114.017
down_proj,2048,641.509
layernorm,2048,16.864
qkv_proj,2048,409.443
qk_norm,2048,34.848
qk_norm,2048,10.464
rotary_emb,2048,16.576
o_proj,2048,271.074
layernorm,2048,35.552
gate_up_proj,2048,1278.346
act_fn,2048,114.529
down_proj,2048,642.789
layernorm,2048,16.736
qkv_proj,2048,409.123
qk_norm,2048,34.817
qk_norm,2048,10.432
rotary_emb,2048,16.64
o_proj,2048,271.395
layernorm,2048,35.232
gate_up_proj,2048,1277.93
act_fn,2048,114.401
down_proj,2048,642.565
layernorm,2048,16.928
qkv_proj,2048,409.924
qk_norm,2048,34.881
qk_norm,2048,10.464
rotary_emb,2048,16.64
o_proj,2048,273.89
layernorm,2048,34.336
gate_up_proj,2048,1278.858
act_fn,2048,114.689
down_proj,2048,641.925
layernorm,2048,17.152
qkv_proj,2048,410.244
qk_norm,2048,35.072
qk_norm,2048,10.432
rotary_emb,2048,16.736
o_proj,2048,273.218
layernorm,2048,35.008
gate_up_proj,2048,1279.178
act_fn,2048,114.913
down_proj,2048,642.309
layernorm,2048,17.536
qkv_proj,2048,409.379
qk_norm,2048,34.752
qk_norm,2048,10.784
rotary_emb,2048,16.704
o_proj,2048,274.402
layernorm,2048,35.328
gate_up_proj,2048,1275.978
act_fn,2048,114.049
down_proj,2048,641.989
layernorm,2048,16.384
qkv_proj,2048,409.699
qk_norm,2048,34.848
qk_norm,2048,10.432
rotary_emb,2048,16.8
o_proj,2048,274.338
layernorm,2048,35.616
gate_up_proj,2048,1276.138
act_fn,2048,114.497
down_proj,2048,642.341
layernorm,2048,16.384
qkv_proj,2048,409.86
qk_norm,2048,34.817
qk_norm,2048,10.944
rotary_emb,2048,16.672
o_proj,2048,271.49
layernorm,2048,35.584
gate_up_proj,2048,1276.906
act_fn,2048,114.497
down_proj,2048,641.7650000000001
layernorm,2048,17.473
qkv_proj,2048,408.451
qk_norm,2048,34.785
qk_norm,2048,10.752
